Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
13/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	16	18	20	28	43	60	56	57	0	78	0	0	0	0	0	0	58	36	37	26	11	11	13	18
14/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	11	7	18	13	59	66	72	62	79	76	25	0	0	0	100	71	56	0	36	0	18	21	16	8
15/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	9	13	17	38	73	69	87	32	24	96	95	100	90	95	73	75	76	69	57	32	19	12	11	11
16/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	11	7	21	41	68	100	0	100	88	67	100	100	85	100	0	0	24	100	57	40	26	20	24	21
17/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	24	23	17	29	61	73	65	79	70	90	86	93	87	87	68	62	62	59	56	34	36	32	20	19
18/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	19	9	10	10	34	50	49	50	55	55	49	46	44	44	32	36	39	24	27	27	23	14	0	8
19/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	11	5	12	35	21	85	2	100	58	100	1	100	88	80	70	74	80	67	49	53	43	35	22	18
20/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	23	26	31	50	21	97	2	1	0	2	99	0	100	80	73	71	74	78	58	39	35	32	22	17
21/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	6	6	26	12	69	98	100	35	100	100	98	32	20	0	66	61	66	53	50	34	35	29	24	1
22/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	15	14	23	31	98	88	100	91	87	87	100	20	98	100	73	0	70	44	45	33	19	19	15	17
23/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	13	17	26	44	72	5	82	83	93	98	96	35	100	93	81	65	47	56	53	39	31	19	13	18
24/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	15	8	11	11	6	NA	89	25	89	77	67	81	60	67	58	62	56	45	0	51	0	0	24	14
25/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	8	14	6	16	26	2	50	2	49	50	45	37	0	66	52	52	59	41	39	37	29	20	13	8
26/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	13	17	13	47	75	5	100	85	100	100	100	100	100	47	86	78	70	48	40	32	25	22	21	18
27/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	11	16	18	34	7	7	81	92	91	0	82	91	100	97	77	52	58	56	55	52	38	24	6	14
28/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	11	8	26	43	58	72	83	86	81	72	79	82	0	68	64	83	70	47	45	36	32	24	27	12
