Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
18/07/2023	Unidade Avançada Carlos Chagas	Terça-feira	5	10	14	25	57	67	73	54	60	50	73	77	72	59	52	43	37	13	9	10	1	16	3	2
19/07/2023	Unidade Avançada Carlos Chagas	Quarta-feira	7	4	13	28	67	79	73	71	68	58	73	72	77	58	50	41	42	47	39	11	19	9	10	3
20/07/2023	Unidade Avançada Carlos Chagas	Quinta-feira	2	4	7	20	47	48	66	84	71	65	66	84	68	53	51	44	29	20	26	16	3	9	0	4
21/07/2023	Unidade Avançada Carlos Chagas	Sexta-feira	6	3	7	21	61	56	62	75	75	71	82	77	61	56	50	44	36	35	25	15	12	19	17	1
22/07/2023	Unidade Avançada Carlos Chagas	Sábado	6	1	8	8	18	13	45	31	36	41	46	37	45	37	1	38	24	17	23	20	15	22	11	12
23/07/2023	Unidade Avançada Carlos Chagas	Domingo	0	12	5	8	8	15	11	14	19	24	20	34	31	30	33	32	21	9	14	13	14	11	10	18
24/07/2023	Unidade Avançada Carlos Chagas	Segunda-feira	5	12	18	23	31	88	74	57	69	76	88	100	100	90	90	69	64	58	40	22	6	15	3	19
25/07/2023	Unidade Avançada Carlos Chagas	Terça-feira	11	3	24	58	89	100	89	91	100	100	100	100	100	100	57	72	57	42	67	55	35	24	10	3
26/07/2023	Unidade Avançada Carlos Chagas	Quarta-feira	1	11	14	27	61	95	99	98	98	62	54	85	100	66	46	57	59	54	35	17	3	14	0	12
27/07/2023	Unidade Avançada Carlos Chagas	Quinta-feira	14	4	21	25	43	64	88	94	60	93	86	78	86	85	63	55	54	62	60	39	36	15	7	0
28/07/2023	Unidade Avançada Carlos Chagas	Sexta-feira	11	3	21	37	57	79	73	72	95	94	91	97	68	60	63	57	43	32	32	26	24	11	9	4
29/07/2023	Unidade Avançada Carlos Chagas	Sábado	3	1	3	19	20	42	58	39	37	49	42	57	28	50	59	45	27	28	28	26	21	29	22	29
30/07/2023	Unidade Avançada Carlos Chagas	Domingo	7	0	4	5	8	15	15	20	21	27	21	19	24	16	29	45	32	30	26	23	12	8	12	8
31/07/2023	Unidade Avançada Carlos Chagas	Segunda-feira	7	14	11	34	66	91	93	83	75	69	85	100	100	95	66	60	57	73	48	35	33	4	3	4
01/08/2023	Unidade Avançada Carlos Chagas	Terça-feira	14	7	18	27	61	89	89	90	86	78	78	89	81	100	68	50	45	54	44	33	14	8	9	4
02/08/2023	Unidade Avançada Carlos Chagas	Quarta-feira	1	2	5	30	75	84	71	74	61	59	60	79	75	85	91	71	57	62	50	43	24	13	1	3
03/08/2023	Unidade Avançada Carlos Chagas	Quinta-feira	2	5	18	29	56	92	88	85	94	83	66	85	100	78	68	53	53	51	49	36	33	16	10	15
04/08/2023	Unidade Avançada Carlos Chagas	Sexta-feira	8	14	15	28	67	86	77	86	80	71	78	72	70	57	57	53	51	50	47	33	26	20	21	9
05/08/2023	Unidade Avançada Carlos Chagas	Sábado	5	6	3	26	25	28	46	53	47	34	35	21	32	35	37	56	37	24	26	38	13	27	14	20
06/08/2023	Unidade Avançada Carlos Chagas	Domingo	13	10	7	23	21	28	16	26	44	37	44	31	18	32	19	40	41	39	36	23	26	24	23	18
07/08/2023	Unidade Avançada Carlos Chagas	Segunda-feira	2	5	14	19	54	79	94	100	100	100	97	100	100	100	82	61	49	56	56	42	20	5	12	2
08/08/2023	Unidade Avançada Carlos Chagas	Terça-feira	2	10	14	32	54	80	100	100	73	77	100	100	98	78	90	65	61	27	24	35	23	12	16	17
09/08/2023	Unidade Avançada Carlos Chagas	Quarta-feira	10	5	7	33	49	90	87	100	95	69	79	98	78	68	70	90	80	65	58	43	23	21	20	22
10/08/2023	Unidade Avançada Carlos Chagas	Quinta-feira	1	2	12	29	52	88	100	94	88	77	82	76	88	81	70	70	50	34	46	45	28	16	17	16
11/08/2023	Unidade Avançada Carlos Chagas	Sexta-feira	3	6	8	24	63	73	100	88	65	67	75	75	70	63	58	61	53	35	33	26	14	30	19	5
12/08/2023	Unidade Avançada Carlos Chagas	Sábado	5	8	12	11	39	53	48	54	40	31	33	37	29	44	48	9	3	0	0	0	0	1	0	0
13/08/2023	Unidade Avançada Carlos Chagas	Domingo	0	0	1	2	NA	3	7	5	5	0	NA	NA	NA	NA	NA	NA	NA	6	6	4	0	NA	NA	NA
14/08/2023	Unidade Avançada Carlos Chagas	Segunda-feira	NA	3	6	10	12	17	13	24	23	19	6	27	23	0	NA	NA	10	11	0	NA	NA	0	0	0
15/08/2023	Unidade Avançada Carlos Chagas	Terça-feira	1	4	9	17	15	9	4	4	5	10	10	7	11	5	5	14	2	0	0	0	2	3	0	NA
16/08/2023	Unidade Avançada Carlos Chagas	Quarta-feira	7	9	6	10	10	7	NA	6	2	4	21	18	7	1	6	8	0	NA	2	6	0	0	0	1
17/08/2023	Unidade Avançada Carlos Chagas	Quinta-feira	4	6	5	18	14	12	8	53	15	21	15	13	11	11	7	17	19	20	32	28	29	16	8	11
18/08/2023	Unidade Avançada Carlos Chagas	Sexta-feira	21	4	21	32	49	70	88	100	78	80	76	75	77	78	67	51	69	70	61	48	36	21	14	14
19/08/2023	Unidade Avançada Carlos Chagas	Sábado	11	18	6	26	32	56	56	64	56	70	46	40	37	49	60	33	46	29	30	27	25	18	14	16
20/08/2023	Unidade Avançada Carlos Chagas	Domingo	7	8	8	9	24	15	21	28	43	50	31	32	42	40	41	34	49	37	40	28	30	13	20	15
21/08/2023	Unidade Avançada Carlos Chagas	Segunda-feira	11	7	18	39	93	100	100	100	100	100	100	99	100	100	97	72	73	75	75	48	51	25	20	0
